Place,X-coord,Y-coord,Rooms,CommonR,Sauna,m^2,Age,Price
Fleminginkatu 10 A,60.18575309999999,24.9531218,1h+kk+alk,1,0,40 m²,1912,975 €/kk 
Papinpöydänkuja 3,60.180809,24.85182,3H+KT,3,0,"54,5 m²",2023,1 420 €/kk 
Heino Kasken Katu 7 A8,60.1573515,24.9067307,2h+kt+s,2,1,56 m²,2018,1 450 €/kk 
Kauppaneuvoksentie 14 B,60.1594481,24.8810155,2h+avok+kph,2,0,"40,2 m²",1940,880 €/kk 
Capellan puistotie 4,60.1834536,24.981897,2H+KT,2,0,48 m²,2015,1 420 €/kk 
Huopalahdentie 31 A,60.20868650000001,24.8797181,1h+kt,1,0,"28,5 m²",2023,910 €/kk 
Marjaniemenranta 33,60.20086789999999,25.0837853,5-6h+k+khh+sauna+varastot,5,1,165 m²,1989,2 850 €/kk 
Jauhajankuja 2 B,60.2046033,25.1499727,2h+kt+p,2,0,"40,5 m²",2012,948 €/kk 
Pasuunatie 4 b B,60.24106200000001,24.87136,2h+kk+parveke,2,0,38 m²,2013,929 €/kk 
Malmin Kauppatie 4 A,60.2482633,25.0035976,4H+K+S,4,1,88 m²,2001,1 430 €/kk 
Itälahdenkatu 14,60.1508109,24.880469,2H+KT,2,0,43 m²,1982,1 093 €/kk 
Vanhaistentie 1d,60.24179909999999,24.8862911,2H+KT,2,0,"44,5 m²",2022,969 €/kk 
Kerttulinkuja 3 C,60.1896187,25.0392175,2H+KK+P,2,0,"48,5 m²",1997,1 036 €/kk 
Vanha Viertotie 9,60.2106865,24.8859962,1H+KK+S,1,1,"40,5 m²",2003,892 €/kk 
SUUNNITTELIJANKATU 4 B,60.1952799,25.034364,1 H + KT,1,0,30 m²,2020,879 €/kk 
Leikkikuja 2a,60.241957,25.084536,1H+KK,1,0,"33,5 m²",1974,750 €/kk 
Vanhaistentie 1b A,60.2409114,24.8858031,2H+KT,2,0,47 m²,2022,935 €/kk 
Hermannin rantatie 3A,60.1867956,24.9775423,3-4h+kt,3,0,65 m²,2023,2 170 €/kk 
Risupadontie 6,60.2319348,24.9464029,3H+K,3,0,"81,5 m²",1971,1 198 €/kk 
Plazankuja 5,60.19118459999999,24.9677741,1H+KT,1,0,"31,5 m²",2013,949 €/kk 
Otto Brandtin tie 17,60.2331763,24.9791647,2H+KK+S,2,1,"47,5 m²",1998,"872,04 €/kk "
Länsisatamankatu 26,60.15697100000001,24.912688,2h+kt,2,0,"44,5 m²",2018,1 070 €/kk 
Benktankuja 1 A 2,60.18611079999999,25.0320483,2H + K + KPH + S + Parveke,2,1,61 m²,2000,1 095 €/kk 
Kivipadontie 6h A,60.233337,24.948913,1h+kt,1,0,36 m²,2023,835 €/kk 
Gunillantie 22 B,60.1698555,25.0323981,3h+kt+s,3,1,"68,5 m²",2015,1 290 €/kk 
Postiljooninkatu 17 A,60.2175359,24.9250368,3h+kt+s,3,1,"72,5 m²",2020,1 470 €/kk 
Bulevardi 12 B,60.1653369,24.9406766,"2h, avok, kph/wc",2,0,"26,5 m²",1886,1 400 €/kk 
Huopalahdentie 31 A,60.20868650000001,24.8797181,1h+kt,1,0,33 m²,2023,945 €/kk 
Retkeilijänkatu 15 B,60.20519539999999,25.1263504,1H+KT+P,1,0,"31,5 m²",2020,843 €/kk 
Abraham Wetterin tie 14 B 20,60.19309690000001,25.0458306,3h+kt+s+lasitettu parv,3,1,"77,5 m²",2013,1 470 €/kk 
Hermannin rantatie 3A,60.1867956,24.9775423,1h+kt,1,0,"27,5 m²",2023,955 €/kk 
Kellaritie,60.2492025,25.0242953,1h + wc + suihku + keittiönurkka,1,1,28 m²,2005,590 €/kk 
Haapsalunkuja 4,60.19574439999999,25.117397,3H+KT,3,0,"62,5 m²",2017,1 398 €/kk 
Kivipadontie 6h A,60.233337,24.948913,3h+kt+s,3,1,"66,5 m²",2023,1 415 €/kk 
Aleksis Kiven katu 11 a D,60.1899134,24.9524285,1H+K,1,0,"37,5 m²",1990,978 €/kk 
Pajamäentie 7 A,60.2177295,24.8553637,4h+k,4,0,86 m²,1960,1 349 €/kk 
Välimerenkatu 8,60.15959009999999,24.9184003,3H+K,3,0,66 m²,2017,1 618 €/kk 
Plazankuja 5,60.19118459999999,24.9677741,1H+KT,1,0,"31,5 m²",2013,938 €/kk 
Hatuntekijänkuja 7-9 D,60.27744250000001,25.0333399,2h+k,2,0,58 m²,1975,825 €/kk 
Pihlajatie 48,60.1966812,24.8997923,3h + k + s,3,1,"67,5 m²",1946,2 100 €/kk 
Kuusitie 8 A,60.1946147,24.8993631,1h+kk+kph,1,0,20 m²,1946,666 €/kk 
Näyttelijäntie 24 G,60.23249769999999,24.8925323,1h+kt,1,0,25 m²,1959,759 €/kk 
Kiillekuja 4 B,60.2323588,25.0077249,2h+k,2,0,60 m²,1963,859 €/kk 
Karistimentie 3,60.2256983,25.0696157,2h+k+vh,2,0,55 m²,1965,850 €/kk 
Hämeentie 5b B,60.18115569999999,24.9540002,1h+k,1,0,36 m²,1989,913 €/kk 
Punahilkantie 6,60.2048059,25.0598799,2H+K,2,0,62 m²,1970,995 €/kk 
Korkeavuorenkatu 4 B,60.16055489999999,24.9464107,2h+kk+kph,2,0,40 m²,1935,1 100 €/kk 
Hilapellontie 4,60.2402738,24.8373125,4H+K,4,0,70 m²,1970,1 280 €/kk 
Kastelholmantie 4 A,60.2138776,25.0790945,2h + k + kph,2,0,52 m²,1962,790 €/kk 
Kalevankatu 28,60.16567569999999,24.933566,4H+K+S,4,1,138 m²,1928,2 600 €/kk 
Vuotie 49a A,60.2072362,25.1496668,3h+kt+s,3,1,"61,5 m²",2023,1 560 €/kk 
Jääkärinkatu 9 A 13,60.1602506,24.9443488,"1h,ks,wc,suihku",1,1,25 m²,1923,800 €/kk 
Runeberginkatu 17 C,60.17037389999999,24.9263184,1h + k + kph,1,0,29 m²,1926,840 €/kk 
Huopalahdentie 31 A,60.20868650000001,24.8797181,3h+kt+s,3,1,"72,5 m²",2023,1 640 €/kk 
Melkonkatu 12,60.1497186,24.8830812,3H+K+S,3,1,63 m²,2010,1 629 €/kk 
Vuotie 47 C,60.207069,25.148776,2H+KT+VIH,2,0,"45,5 m²",2023,1 029 €/kk 
Postiljooninkatu 11 A,60.21818810000001,24.9271956,1H+KT+P,1,0,"35,5 m²",2021,916 €/kk 
Teerisuontie 5,60.2515772,25.0241404,3H+K+S,3,1,"88,5 m²",2012,1 450 €/kk 
Minervankatu 4,60.1756635,24.9244238,2H+KT,2,0,39 m²,1947,1 227 €/kk 
Vanhanlinnantie 3 B,60.21439,25.0884977,1h+tk+parveke,1,0,47 m²,2011,890 €/kk 
Näyttelijäntie 24 F,60.2315822,24.8923989,1h+kt,1,0,25 m²,1959,749 €/kk 
Viipurinkatu 27 A,60.19208149999999,24.9372073,2h+kk+kph,2,0,35 m²,1943,830 €/kk 
Damaskuksentie 2 A,60.2099911,24.9751756,3h+kk+kph+lasit.p,3,0,59 m²,1966,1 180 €/kk 
Hietaniemenkatu 19,60.17037140000001,24.9197378,3H+KK,3,0,"72,5 m²",1936,1 757 €/kk 
Taubenkuja 4,60.1691459,25.0349459,2H+KT,2,0,"45,5 m²",2019,1 050 €/kk 
Markkinatie 15 B,60.2507961,25.0012144,2h+kk+alkovi+kph+las.p,2,0,48 m²,1982,890 €/kk 
Vanhanlinnantie 3 F,60.21433179999999,25.0880759,1h+kt+p,1,0,"32,5 m²",2011,775 €/kk 
Malminkatu 5,60.16850600000001,24.9249936,2h + avok + kph + p,2,0,48 m²,1988,1 195 €/kk 
Viides linja 4,60.18274710000001,24.9543578,1H+K,1,0,"42,4 m²",1946,922 €/kk 
Eerikinkatu 25 C,60.16543649999999,24.9299462,1h+k+kph,1,0,23 m²,1929,750 €/kk 
Pakkaajanaukio 8B,60.25412790000001,25.022794,2mh+sauna+k/oh+parveke+lämmin varasto,2,1,73 m²,2015,1 400 €/kk 
Naulakalliontie 21,60.2320344,25.1202389,3h+K,3,0,"73,5 m²",1991,"1160,60 €/kk "
Vuotie 49a A,60.2072362,25.1496668,2h+kt,2,0,42 m²,2023,1 045 €/kk 
Tanhuankuja 2 D,60.2368229,25.0983805,2h+kk,2,0,"50,5 m²",1979,869 €/kk 
Postiljooninkatu 11 B,60.21818810000001,24.9271956,2H+KT+P,2,0,"44,5 m²",2021,1 120 €/kk 
Harustie 5 B,60.2041332,25.1226891,2h+kk,2,0,43 m²,1991,879 €/kk 
Kristianinkatu 11-13,60.1757131,24.9572791,"1h, ak, kph, wc",1,0,57 m²,1935,2 625 €/kk 
Vanha Viertotie 9,60.2106865,24.8859962,1H+KK+S,1,1,"40,5 m²",2003,895 €/kk 
Kauppakartanonkatu 7,60.2083714,25.0830885,"2h, avokeittiö, kh, vh, parvek",2,0,81 m²,2015,1 795 €/kk 
Humalistonkatu 7 B,60.18457040000001,24.9194008,"1 h, kk, kph",1,0,25 m²,1936,760 €/kk 
Vuolukiventie 11,60.234555,25.0025881,2H+K+P,2,0,60 m²,1963,900 €/kk 
Juustenintie 4 B,60.2446918,24.8671385,2h+tpk+s,2,1,"57,5 m²",2015,998 €/kk 
Kuusitie 4 A,60.19496290000001,24.9005469,"1h, kk, kph",1,0,24 m²,1946,600 €/kk 
Malminkatu 36 A,60.16808149999999,24.9255101,2h+k,2,0,52 m²,1928,1 117 €/kk 
Hermannin rantatie 3A,60.1867956,24.9775423,1h+kt,1,0,"34,5 m²",2023,1 018 €/kk 
Länsisatamankatu 26,60.15697100000001,24.912688,2h+kt,2,0,40 m²,2018,1 040 €/kk 
Hermannin rantatie 3A,60.1867956,24.9775423,3h+kt,3,0,52 m²,2023,1 809 €/kk 
Gustav Pauligin katu 5a A,60.206121,25.150977,3h+kt,3,0,"64,5 m²",2022,1 295 €/kk 
Käsityöläisentie 17 E,60.27362009999999,25.0318203,2h + k + kph + vaatehuone + lasi parveke,2,0,"62,5 m²",1976,850 €/kk 
Laivurinkatu 37 C,60.1593937,24.9424997,"3-4 h, k, kh, wc",3,0,121 m²,1902,2 600 €/kk 
Tenderinlenkki 12 B,60.2003172,24.928691,1h+avok+kph+ransk.p.,1,0,25 m²,2020,818 €/kk 
Norkkokuja 4,60.2270207,25.0287966,5H+K+S,5,1,124 m²,2001,"1874,16 €/kk "
Kauppalantie 36 A,60.21410210000001,24.8988585,1h+avok+kph+lasitettu parveke,1,0,"26,5 m²",2021,738 €/kk 
Kuuluttajankatu 2,60.2045528,24.9177801,2H+KT+S,2,1,44 m²,2013,1 078 €/kk 
Ulvilantie 2 B,60.20402039999999,24.8784734,2h+kk+kph+2 vh+lasitettu parve,2,0,"57,5 m²",1958,920 €/kk 
Lapinmäentie 8,60.20797200000001,24.8820419,2H+KT,2,0,46 m²,2023,1 115 €/kk 
Tilkankatu 6 A,60.2026862,24.894704,4h+k+s,4,1,88 m²,1993,1 499 €/kk 
Iiluodontie 7 A,60.2054913,25.1460237,1h+kk+s+alk,1,1,34 m²,2000,769 €/kk 
Kauppakartanonkatu 7,60.2083714,25.0830885,"2 h, avokeittiö, kh",2,0,50 m²,2015,1 080 €/kk 
Tyynylaavankuja 2,60.2073021,25.1377153,"2h, ak, kph, s, p",2,1,48 m²,2001,2 291 €/kk 
Sturenkatu 33 A 2,60.1947791,24.9579075,1h + k + kph ,1,0,30 m²,1927,880 €/kk 
Arhotie 22 B,60.21779850000001,25.086443,2h+k,2,0,50 m²,1964,939 €/kk 
Kerttulinkuja 3 A,60.1896187,25.0392175,3H+K+S+P,3,1,"104,5 m²",1997,1 695 €/kk 
Kotkankatu 9,60.1922188,24.9437842,2H+KT,2,0,39 m²,1957,1 148 €/kk 
Sähköttäjänkatu 2,60.1983449,24.939005,"1h, kk, kph, wc",1,0,34 m²,1975,2 086 €/kk 
Piritanaukio 2 B,60.15607180000001,24.9323956,3h+k+s,3,1,102 m²,2008,2 888 €/kk 
Iso Roobertinkatu 35-37 F,60.16210290000001,24.9376504,"1h, kk, suihku, wc",1,1,28 m²,1927,750 €/kk 
Vuotie 49a A,60.2072362,25.1496668,2h+kt,2,0,39 m²,2023,995 €/kk 
Kaustisenpolku 3,60.23938709999999,24.8805584,3H+K,3,0,"71,5 m²",1974,1 138 €/kk 
E.J. Nyströmin polku 3 B,60.23217739999999,24.979143,3h+k+kph+vh+p,3,0,64 m²,1996,970 €/kk 
Ylä-Malmin tori 3,60.25242129999999,25.0093935,2H+K,2,0,"53,5 m²",1988,998 €/kk 
Vuotie 49a A,60.2072362,25.1496668,2h+kt,2,0,"38,5 m²",2023,960 €/kk 
Käenkuja 8,60.1852245,24.9655411,2H+K+S,2,1,55 m²,2002,1 199 €/kk 
Agronominkatu 1,60.23425039999999,25.0338372,2H+KT,2,0,49 m²,2012,"974,13 €/kk "
Tapulikaupungintie 17 AS,60.2770414,25.0351989,2h+kk,2,0,"47,5 m²",2001,799 €/kk 
Pertunpellonraitti 3,60.2659819,24.9900734,2H+KK+S,2,1,"49,5 m²",1996,1 040 €/kk 
Nordenskiöldinkatu 3 bA 13,60.18745810000001,24.9182467,"2h, avok., kph",2,0,48 m²,1938,950 €/kk 
Tilkankatu 6 C,60.2026862,24.894704,2h+k,2,0,57 m²,1993,989 €/kk 
Haapaniemenkatu 11,60.17904109999999,24.959629,3H+K,3,0,78 m²,1979,1 499 €/kk 
HUOPALAHDENTIE 29 A,60.20819849999999,24.8800612,1 H + KT,1,0,"24,5 m²",2021,800 €/kk 
Näyttelijäntie 24 H,60.23249769999999,24.8925323,1h+kt,1,0,25 m²,1959,729 €/kk 
Hämeentie 33,60.1877858,24.9644239,1h + avok,1,0,19 m²,1962,860 €/kk 
Kivipadontie 6h B,60.233337,24.948913,4h+kt+s,4,1,83 m²,2023,1 660 €/kk 
Lintulahdenaukio 6,60.18458109999999,24.962071,3H+KT+S,3,1,76 m²,1999,1 450 €/kk 
Hermannin rantatie 3A,60.1867956,24.9775423,4h+kt,4,0,73 m²,2023,2 430 €/kk 
Kutomotie 14 A,60.21467199999999,24.8698988,2h+kk,2,0,34 m²,2016,825 €/kk 
Teollisuuskatu 34 ,60.1958091,24.94084,2h + ak,2,0,42 m²,2020,1 190 €/kk 
Kauppiaankatu 5 A,60.16714919999999,24.9653281,2h+k+s,2,1,63 m²,1903,1 625 €/kk 
Bertha Pauligin katu 3 A,60.20661619999999,25.1503227,3h+kt+s,3,1,61 m²,2023,1 390 €/kk 
Lapinmäentie 8,60.20797200000001,24.8820419,1H+KT,1,0,25 m²,2023,825 €/kk 
Museokatu 44 D,60.17518260000001,24.9195186,1h+avok+kph,1,0,20 m²,1928,760 €/kk 
"Hiomotie 42, 44, 46 ja 48",60.21919320000001,24.8704318,3H+K+S,3,1,72 m²,1997,1 200 €/kk 
Junailijankuja 9a,60.200429,24.937453,1H+KT,1,0,29 m²,2023,870 €/kk 
Ketokivenkaari 6,60.2310647,25.0176588,2H+K,2,0,"53,5 m²",1984,899 €/kk 
Kehruutie 1 B,60.25223359999999,24.8601385,"3h, k, s, parveke",3,1,"72,5 m²",1990,1 050 €/kk 
Vuotie 47 C,60.207069,25.148776,1H+KT+VIH,1,0,"36,5 m²",2023,889 €/kk 
Lapinlahdenkatu 8,60.1669457,24.9261685,"2h, k, kph, p",2,0,49 m²,1955,1 926 €/kk 
Kirstinkatu 3 B,60.18625230000001,24.9470738,2h+k+kph+p,2,0,51 m²,1956,929 €/kk 
Hermannin rantatie 3A,60.1867956,24.9775423,2h+kt,2,0,"38,5 m²",2023,1 310 €/kk 
Hirvitie 2 as,60.1995022,25.0362293,2h+k+kph+rp+vh,2,0,53 m²,1955,950 €/kk 
Yliskylän puistokatu 7 A,60.1797056,25.0530794,1h+kt,1,0,"28,5 m²",2021,859 €/kk 
Hermannin rantatie 3A,60.1867956,24.9775423,2h+kt,2,0,"43,5 m²",2023,1 409 €/kk 
Mannerheimintie 170,60.2035984,24.8985839,"1h, ak, kph, wc",1,0,39 m²,2018,1 821 €/kk 
Läntinen Brahenkatu 12,60.1890516,24.9478747,2H+KK,2,0,"49,5 m²",1941,1 140 €/kk 
Vanha viertotie 8 B,60.2100409,24.8869706,1h+kk,1,0,25 m²,1959,775 €/kk 
Kanavakatu 3,60.1661508,24.9648117,1h + avok,1,0,20 m²,1929,1 030 €/kk 
Vuotie 49a A,60.2072362,25.1496668,2h+kt,2,0,"41,5 m²",2023,1 035 €/kk 
Vuorenpeikontie 3 B,60.201172,25.0570401,2h+k+kph+las.parveke+vh,2,0,55 m²,1959,880 €/kk 
Yllästunturintie 2 I,60.2363656,25.1275305,2h+kk+kph+p,2,0,"41,5 m²",1976,733 €/kk 
Näyttelijäntie 24 B,60.2315822,24.8923989,3h+kt,3,0,63 m²,1959,1 249 €/kk 
Vuotie 47 C,60.207069,25.148776,2H+KT+VIH,2,0,"49,5 m²",2023,1 199 €/kk 
Mannerheimintie 93 G,60.1955563,24.9040155,2h+kk+kh,2,0,"38,5 m²",1953,890 €/kk 
Näyttelijäntie 24 D,60.2315822,24.8923989,1h+kt,1,0,25 m²,1959,749 €/kk 
Vironkatu 1,60.17248300000001,24.957629,3h + 2kph + terassi,3,0,91 m²,2015,2 950 €/kk 
Näyttelijäntie 24 B,60.2315822,24.8923989,1h+kt,1,0,25 m²,1959,749 €/kk 
Hilapellontie 4,60.2402738,24.8373125,3H+K,3,0,55 m²,1969,1 040 €/kk 
Selkämerenkatu 18 C,60.16043179999999,24.9172019,3h+k,3,0,75 m²,1993,1 417 €/kk 
AURINKOTUULENKATU 4 B,60.2074126,25.1590251,1 H + KT,1,0,"46,5 m²",2015,867 €/kk 
Von Daehnin katu 7,60.23150309999999,25.0456407,2 H + KK,2,0,45 m²,2008,938 €/kk 
Tyynenmerenkatu 3 B 24,60.1590551,24.9208259,3h+k+s+lasitettu parv,3,1,63 m²,2014,1 560 €/kk 
Hermannin rantatie 3A,60.1867956,24.9775423,4h+kt,4,0,73 m²,2023,2 400 €/kk 
Lepolantie 14 D,60.2404941,24.9425449,2h+avokeittiö+piha,2,0,"48,5 m²",1960,970 €/kk 
Sotarovastintie 9 D,60.22511379999999,24.8406616,1h+kk+kph+vh,1,0,30 m²,1977,598 €/kk 
Madetojankuja 1,60.2433113,24.9918836,1H+KT,1,0,"29,5 m²",2023,798 €/kk 
Vuotie 47 C,60.207069,25.148776,2H+KT+VIH,2,0,44 m²,2023,975 €/kk 
Näyttelijäntie 24 G,60.23249769999999,24.8925323,2h+kt,2,0,50 m²,1959,989 €/kk 
Työpajankatu 17,60.18752689999999,24.9807141,2H+KT,2,0,"52,5 m²",2022,1 525 €/kk 
Museokatu 44,60.17518260000001,24.9195186,1h + kk,1,0,22 m²,1928,890 €/kk 
Toinen Linja 1,60.18079099999999,24.9510063,2h+kk,2,0,41 m²,1937,990 €/kk 
Radiokatu 10,60.2021504,24.9212655,2H+K+KPH+S+Parveke,2,1,64 m²,1984,1 400 €/kk 
Untamontie 8,60.2116325,24.9514551,"2h,pk,kph,p",2,0,38 m²,1952,920 €/kk 
Huopalahdentie 31 A,60.20868650000001,24.8797181,1h+kt,1,0,28 m²,2023,875 €/kk 
Kallvikintie 61,60.2084962,25.1364021,3H+KT+S,3,1,71 m²,2000,1 340 €/kk 
Sturenkatu 47 A,60.1963228,24.9609954,1h+k,1,0,"45,4 m²",1937,875 €/kk 
"Taavetinaukio 3, Taavetinkuja 11 A",60.1985264,24.8962,4h+k+s,4,1,87 m²,1994,1 730 €/kk 
Tuulimyllyntie 6 D,60.22518109999999,25.0678447,3h+k+kph+wc+vh+lasit.p,3,0,77 m²,1965,1 120 €/kk 
Kulosaaren puistotie 44 A,60.18995220000001,25.0071499,2h+k+kph+lasitettu p,2,0,50 m²,1960,900 €/kk 
Vanha Viertotie 9,60.2106865,24.8859962,1H+KK+S,1,1,"40,5 m²",2003,895 €/kk 
Koskustie 4,60.25316840000001,24.8549697,2H+K,2,0,58 m²,1983,"945,11 €/kk "
Vuotie 49b A 98,60.2072849,25.1505648,3h+kt,3,0,58 m²,2022,1 280 €/kk 
Maaherrantie 34,60.2309053,24.9729067,1h+kk+kph,1,0,"31,5 m²",2023,840 €/kk 
 Radiokatu 6 ,60.20228699999999,24.9233693,4h+k+oh+kph+lasit.p,4,0,76 m²,1984,679 €/kk 
Pääskylänrinne 8 A,60.188167,24.966862,2h+kk,2,0,50 m²,1948,1 069 €/kk 
Lapinmäentie 8,60.20797200000001,24.8820419,1H+KT,1,0,26 m²,2023,859 €/kk 
Penttiläntie 1-3 G,60.283374,25.0104377,3h+k+kph+vh+lp,3,0,"74,5 m²",1982,990 €/kk 
RASTILANTIE,60.2123891,25.1272156,2h,2,0,90 m²,1994,0 €/kk 
Kalkkihiekantie 10,60.20019310000001,25.141764,3H+K+S,3,1,79 m²,1995,1 299 €/kk 
Maasälväntie 5-9,60.2371431,25.0116904,4H+K,4,0,67 m²,1963,1 178 €/kk 
Kajaaninlinnantie 5 B,60.21132160000001,25.0741495,2h+kk+kph,2,0,45 m²,1963,775 €/kk 
Näyttelijäntie 24 F,60.2315822,24.8923989,1h+kt,1,0,25 m²,1959,739 €/kk 
Runeberginkatu 69 G,60.18144470000001,24.9270456,2h+k+kph,2,0,"51,7 m²",1906,1 090 €/kk 
Huopalahdentie 31 A,60.20868650000001,24.8797181,2h+kt,2,0,35 m²,2023,965 €/kk 
Pengerkatu 19 A,60.18540369999999,24.9593823,2h+kk,2,0,48 m²,1952,939 €/kk 
Jauhajankuja 2 D,60.2052923,25.1500301,1h+kt+rp,1,0,30 m²,2012,766 €/kk 
Laivanvarustajankatu 1,60.1567498,24.9495578,"1 h, kk, kph",1,0,28 m²,1908,760 €/kk 
Laivalahden puistotie 5,60.18900069999999,25.032075,3H+K,3,0,68 m²,2001,1 250 €/kk 
Kotikonnuntie 8 A,60.2407868,25.085611,2h+kk,2,0,44 m²,2015,899 €/kk 
Huopalahdentie 31 A,60.20868650000001,24.8797181,1h+kt,1,0,31 m²,2023,930 €/kk 
Työmiehenkatu 2 A,60.1663992,24.9237384,2h+avok+kph,2,0,27 m²,1961,790 €/kk 
Käsityöläisentie 4-10,60.2731769,25.0334204,3H+K,3,0,78 m²,1974,1 230 €/kk 
Bertha Pauligin katu 2b A,60.20652390000001,25.1506145,3h+kt,3,0,"64,5 m²",2023,1 385 €/kk 
Kristianinkatu 11-13,60.1757131,24.9572791,"2h, k, kph, wc",2,0,"60,5 m²",1935,3 210 €/kk 
Rukkilantie 7-9 CB 6,60.25145980000001,24.8647514,3h+k,3,0,73 m²,1948,1 190 €/kk 
Näyttelijäntie 24 H,60.23249769999999,24.8925323,1h+kt,1,0,25 m²,1959,749 €/kk 
Riihitie 6,60.1955111,24.8816701,2h+k,2,0,53 m²,1957,1 000 €/kk 
Tapulikaupungintie 15,60.2764878,25.0347603,4H+K+S,4,1,"91,5 m²",2001,1 490 €/kk 
Messeniuksenkatu 5 B,60.1880965,24.915819,2h+kk,2,0,50 m²,1939,1 085 €/kk 
Gunnel Nymanin Katu 8,60.20769479999999,24.9794493,3H+K+S,3,1,72 m²,2005,"1380,40 €/kk "
Sörnäistenlaituri 3 G,60.18534839999999,24.9836378,2h+kk,2,0,"33,5 m²",2013,1 060 €/kk 
Ida Aalbergin tie 1b B,60.2305413,24.9001028,1h+kt,1,0,"24,5 m²",2020,739 €/kk 
Abraham Wetterin tie 14 D 71,60.1930139,25.0447914,2h+kt+lasitettu parv,2,0,"59,5 m²",2013,1 195 €/kk 
Korppaanmäentie 1 D,60.20332430000001,24.8983311,2h+k+s,2,1,"60,5 m²",1990,1 049 €/kk 
Hernesaarenkatu 17,60.1564345,24.9303921,2H+KT,2,0,45 m²,1929,1 260 €/kk 
Iso Roobertinkatu 52,60.1612234,24.9360746,"1h, kk",1,0,22 m²,1963,750 €/kk 
Hermannin rantatie 3A,60.1867956,24.9775423,1h+kt,1,0,34 m²,2023,1 044 €/kk 
Viljatie 7,60.2540364,25.0115351,2H+K+S,2,1,"52,5 m²",1998,1 051 €/kk 
Arhotie 24 F,60.2179401,25.0850289,2h+k+kph+p,2,0,50 m²,1964,890 €/kk 
Abraham Wetterin tie 14 D 61,60.1930139,25.0447914,3h+k+s+lasitettu parv,3,1,71 m²,2013,1 440 €/kk 
Wavulinintie 1,60.15412229999999,24.8789073,"1h, ak, kph, wc",1,0,20 m²,1954,1 714 €/kk 
Plazankuja 5,60.19118459999999,24.9677741,1H+KT,1,0,"31,5 m²",2013,967 €/kk 
Vanha Viertotie 9,60.2106865,24.8859962,2H+KK+S,2,1,48 m²,2003,1 030 €/kk 
HUOPALAHDENTIE 29 B,60.2078619,24.8800069,3 H + KT,3,0,"66,5 m²",2021,1 440 €/kk 
Kristianinkatu 8,60.17554430000001,24.9575207,2h + k,2,0,46 m²,1938,1 750 €/kk 
Juustenintie 6 A,60.2448092,24.8664518,2h+kk,2,0,"41,5 m²",2014,895 €/kk 
Vanha Viertotie 17 B,60.2108078,24.8834632,1h+kk+kph+vh,1,0,24 m²,1959,650 €/kk 
Retkeilijänkatu 15 A,60.20519539999999,25.1263504,2H+KT+P,2,0,44 m²,2020,961 €/kk 
Lapinmäentie 8,60.20797200000001,24.8820419,3H+KT+S,3,1,"66,5 m²",2023,1 499 €/kk 
Sepänkatu 13 B,60.15877589999999,24.9382092,2h+avok+kph+s+lp,2,1,72 m²,1964,1 850 €/kk 
Hermannin rantatie 3A,60.1867956,24.9775423,1h+kt,1,0,34 m²,2023,1 044 €/kk 
Hermannin rantatie 3A,60.1867956,24.9775423,1h+kt,1,0,27 m²,2023,921 €/kk 
Kivipadontie 6h B,60.233337,24.948913,1h+kt,1,0,28 m²,2023,805 €/kk 
Toinen linja 31 B,60.1840099,24.9425253,2h+kk,2,0,55 m²,1937,1 099 €/kk 
Keinulaudantie 7a A,60.2351888,25.0723866,2h+kt,2,0,49 m²,2020,959 €/kk 
Iso Roobertinkatu 26 A,60.16282460000001,24.9406821,3h + k,3,0,61 m²,1912,2 200 €/kk 
Vuorenpeikontie 3,60.201172,25.0570401,"3h, k, vh, kh, lasitettu parve",3,0,69 m²,1959,1 190 €/kk 
Hermannin rantatie 3A,60.1867956,24.9775423,3-4h+kt,3,0,65 m²,2023,2 150 €/kk 
Näyttelijäntie 24 H,60.23249769999999,24.8925323,1h+kt,1,0,25 m²,1959,729 €/kk 
Kustinpolku 17 A,60.218499,24.924674,1h+kt,1,0,"28,5 m²",2023,841 €/kk 
Kinaporinkatu 3,60.18847340000001,24.9614813,2h+kk+kph,2,0,35 m²,1938,790 €/kk 
Taidemaalarinkatu 12 A 05,60.2615696,24.8921295,3H+KT+S,3,1,"70,5 m²",2017,1 150 €/kk 
Siltavoudintie 1,60.2292592,24.9651423,4H+K,4,0,"94,5 m²",1965,1 432 €/kk 
Merikorttikuja 4 B 34,60.21647229999999,25.130057,3h+k+s+lasitettu parv.+ransk.p,3,1,"67,5 m²",2007,"1244,03 €/kk "
Juorumäenkuja 5 A,60.20903939999999,25.1040461,3h+k,3,0,"73,5 m²",2003,1 099 €/kk 
Tilanhoitajankaari 12,60.2304105,25.0311925,1h + kk,1,0,"30,5 m²",2004,795 €/kk 
Kalevankatu 40 C,60.164753,24.9309354,1h+kk+kh,1,0,21 m²,1940,790 €/kk 
Kontulantie 19,60.23706199999999,25.0962363,2H+KT,2,0,"50,5 m²",2016,949 €/kk 
HUOPALAHDENTIE 29 A,60.20819849999999,24.8800612,3 H + KT,3,0,64 m²,2021,1 477 €/kk 
Huopalahdentie 31 A,60.20868650000001,24.8797181,1h+kt,1,0,33 m²,2023,915 €/kk 
Katariina Saksilaisen katu 11,60.2160951,24.9864174,2H+K,2,0,52 m²,1954,1 220 €/kk 
Retkeilijänkatu 15 A,60.20519539999999,25.1263504,1H+KT+P,1,0,"31,5 m²",2020,830 €/kk 
